"","affy_mouse430a_2","mgi_symbol"
"24267","","Gm20670"
"24268","","Tmem17"
"24269","","Gm49962"
"24270","","Gm49762"
"24271","1450253_a_at","Map3k4"
"24272","1421450_a_at","Map3k4"
"24273","","Map3k4"
"24274","","Gm36355"
"24275","1426804_at","Smarca4"
"24276","1426805_at","Smarca4"
"24277","","Gm18913"
"24278","","Rcor2"
"24279","1417302_at","Rcor2"
"24280","","Gm18716"
"24281","1423484_at","Bicc1"
"24282","","Bicc1"
"24283","","2610020C07Rik"
"24284","1423342_at","Barx1"
"24285","1425290_at","Stx19"
"24286","","Snx7"
"24287","","Gm19147"
"24288","","Vmn2r6"
"24289","","Btbd8"
"24290","1452168_x_at","Gspt1"
"24291","1426737_at","Gspt1"
"24292","1426736_at","Gspt1"
"24293","","Gspt1"
"24294","1449899_at","Grin3b"
"24295","","Grin3b"
"24296","","Fam3a"
"24297","","Gm28277"
"24298","","Vmn2r-ps9"
"24299","","Gm20657"
"24300","","Vmn2r-ps10"
"24301","","Gm26931"
"24302","1423645_a_at","Ddx5"
"24303","1438371_x_at","Ddx5"
"24304","1454793_x_at","Ddx5"
"24305","1419653_a_at","Ddx5"
"24306","","Ddx5"
"24307","","Vmn2r7"
"24308","","Gm11548"
"24309","","Gm47725"
"24310","","Ttll9"
"24311","1419934_at","Ttll9"
"24312","1423609_a_at","Mgat1"
"24313","","Mgat1"
"24314","","Dnajb4"
"24315","1451177_at","Dnajb4"
"24316","1431734_a_at","Dnajb4"
"24317","1427214_at","Agmat"
"24318","","Myh7b"
"24319","1418844_at","Alg9"
"24320","","Alg9"
"24321","1438554_x_at","Eif4h"
"24322","1416941_s_at","Eif4h"
"24323","1451521_x_at","Eif4h"
"24324","","Eif4h"
"24325","","Gm35960"
"24326","","Oxa1l"
"24327","1451088_a_at","Oxa1l"
"24328","1423738_at","Oxa1l"
"24329","","Vmn2r-ps11"
"24330","","Gm26939"
"24331","","Gm12052"
"24332","","Arrdc2"
"24333","","Gm12053"
"24334","","Gm13860"
"24335","","Vmn2r-ps12"
"24336","1417515_at","Lsm10"
"24337","1453943_a_at","Acpp"
"24338","","Acpp"
"24339","1419832_s_at","Acpp"
"24340","","Cyp2r1"
"24341","","A930016O22Rik"
"24342","1416248_at","Nadk"
"24343","1416249_at","Nadk"
"24344","","Nadk"
"24345","","Ckm"
"24346","1417614_at","Ckm"
"24347","","Odf2"
"24348","1435216_a_at","Odf2"
"24349","1426040_a_at","Odf2"
"24350","1454735_at","Odf2"
"24351","1433951_at","Arl5a"
"24352","1447926_at","Arl5a"
"24353","1460176_at","Crk"
"24354","1416201_at","Crk"
"24355","1448248_at","Crk"
"24356","1425855_a_at","Crk"
"24357","","Crk"
"24358","","9130227L01Rik"
"24359","","Gm36986"
"24360","","1700003I22Rik"
"24361","","Gm9727"
"24362","","Gm28900"
"24363","","A930041C12Rik"
"24364","","Gm49879"
"24365","","A230051N06Rik"
"24366","","Rpap2"
"24367","1424559_at","Rpap2"
"24368","1423583_at","Fem1a"
"24369","1460720_at","Trpc4ap"
"24370","","Trpc4ap"
"24371","","Gm49996"
"24372","1417548_at","Sart3"
"24373","1417547_at","Sart3"
"24374","","Sart3"
"24375","","Gm49997"
"24376","","Gm49998"
"24377","1422868_s_at","Gda"
"24378","","Gda"
"24379","","Bloc1s2-ps"
"24380","1426788_a_at","Ssrp1"
"24381","1426789_s_at","Ssrp1"
"24382","1426790_at","Ssrp1"
"24383","","Ssrp1"
"24384","","A430018G15Rik"
"24385","1417392_a_at","Slc7a7"
"24386","","Slc7a7"
"24387","","Tbx22"
"24388","","Gm12055"
"24389","","Gapdh"
"24390","","Gm12056"
"24391","","Gm13541"
"24392","1417211_a_at","1110032A03Rik"
"24393","","1110032A03Rik"
"24394","1436912_at","Cacnb4"
"24395","1452089_at","Cacnb4"
"24396","","Cacnb4"
"24397","1455988_a_at","Cct6a"
"24398","1423517_at","Cct6a"
"24399","","Cct6a"
"24400","1425864_a_at","Sorcs1"
"24401","1421509_at","Sorcs1"
"24402","1454060_a_at","Nras"
"24403","1422687_at","Nras"
"24404","1422688_a_at","Nras"
"24405","","Nras"
"24406","1424247_at","Erc1"
"24407","1421501_a_at","Erc1"
"24408","1451279_at","Erc1"
"24409","","Erc1"
"24410","1450026_a_at","Commd1b"
"24411","1424122_s_at","Commd1b"
"24412","1420852_a_at","Commd1b"
"24413","","9130230N09Rik"
"24414","","Gm12058"
"24415","1449354_at","Zrsr1"
"24416","","Gm20456"
"24417","1424121_at","Commd1"
"24418","1424122_s_at","Commd1"
"24419","1424537_at","Btbd35f10"
"24420","","9530056E24Rik"
"24421","1451654_x_at","Zfp825"
"24422","1425297_at","Zfp825"
"24423","1433878_at","Mrps26"
"24424","","Gm14357"
"24425","","Gm14359"
"24426","","Gm14355"
"24427","","Gm38380"
"24428","1451919_a_at","Mpl"
"24429","1421461_at","Mpl"
"24430","","Mpl"
"24431","1460637_s_at","Pfdn5"
"24432","1415736_at","Pfdn5"
"24433","","Gm38376"
"24434","","Gm37702"
"24435","","Gm38223"
"24436","1427120_at","Zfp26"
"24437","","Zfp26"
"24438","1450458_at","Ncoa2"
"24439","","Ncoa2"
"24440","1423187_at","Gabarapl2"
"24441","","Gm15647"
"24442","","B3gnt2"
"24443","1450026_a_at","B3gnt2"
"24444","1420852_a_at","B3gnt2"
"24445","","4930533K18Rik"
"24446","","Gm16364"
"24447","","Gm32025"
"24448","","Gm48036"
"24449","","2900078I11Rik"
"24450","","Gm48025"
"24451","1425340_a_at","Ptpra"
"24452","","Ptpra"
"24453","1448508_at","Traf3ip2"
"24454","","Traf3ip2"
"24455","","Gm11549"
"24456","","Gm12057"
"24457","","Fdxacb1"
"24458","","Cyth4"
"24459","1431431_a_at","Nfs1"
"24460","1416373_at","Nfs1"
"24461","","Nfs1"
"24462","","Psph"
"24463","1415673_at","Psph"
"24464","","Cep170b"
"24465","","Kcnc2"
"24466","","Ralgps1"
"24467","","Gm3511"
"24468","","Gm48738"
"24469","","Gm28240"
"24470","1417623_at","Slc12a2"
"24471","1417622_at","Slc12a2"
"24472","1448780_at","Slc12a2"
"24473","","Slc12a2"
"24474","","Spin2-ps1"
"24475","","4930445E18Rik"
"24476","","Hsfy2"
"24477","","Arhgef7"
"24478","1424482_at","Arhgef7"
"24479","1449066_a_at","Arhgef7"
"24480","","Duox1"
"24481","","Gm48657"
"24482","","Vmn2r69"
"24483","","Gm48658"
"24484","","Gm8899"
"24485","","E130307A14Rik"
"24486","1418164_at","Stx2"
"24487","","Stx2"
"24488","","Nlrc4"
"24489","","Tnrc6a"
"24490","1455141_at","Tnrc6a"
"24491","1434898_at","Tnrc6a"
"24492","1434899_s_at","Tnrc6a"
"24493","1455128_x_at","Tnrc6a"
"24494","1439244_a_at","Tnrc6a"
"24495","1425036_a_at","Tnrc6a"
"24496","","Zscan29"
"24497","","Gm18359"
"24498","","Gm44578"
"24499","","Vmn2r-ps70"
"24500","","Gm18360"
"24501","","Nob1"
"24502","","Adcyap1"
"24503","1423427_at","Adcyap1"
"24504","1426246_at","Pros1"
"24505","","Pros1"
"24506","","Olfr91"
"24507","1424088_at","Myg1"
"24508","","Myg1"
"24509","1451184_at","Gm7551"
"24510","1427424_at","Galnt6"
"24511","","1810008I18Rik"
"24512","","Zfp607b"
"24513","","Olfr908"
"24514","1433659_at","Tubgcp4"
"24515","1433660_at","Tubgcp4"
"24516","","Tubgcp4"
"24517","","Olfr92"
"24518","","Gm14887"
"24519","1427393_at","F9"
"24520","","Gm4831"
"24521","","Olfr911-ps1"
"24522","","Gm11395"
"24523","","Fam221a"
"24524","","Gm4708"
"24525","1426117_a_at","Slc19a2"
"24526","1417902_at","Slc19a2"
"24527","","Gm17232"
"24528","1427261_at","Wwc1"
"24529","1420008_s_at","Wwc1"
"24530","","Wwc1"
"24531","1449064_at","Tdh"
"24532","","Tdh"
"24533","1424537_at","Btbd35f16"
"24534","1417352_s_at","Snrpa1"
"24535","1417351_a_at","Snrpa1"
"24536","1417353_x_at","Snrpa1"
"24537","","Snrpa1"
"24538","","Gm11542"
"24539","","Gm9665"
"24540","","Gm6764"
"24541","","Gm11541"
"24542","","Gm50001"
"24543","1421368_at","Scrt1"
"24544","","Gm50002"
"24545","","Gm50003"
"24546","","Gm50004"
"24547","1416520_x_at","Gm9416"
"24548","1433510_x_at","Gm9416"
"24549","1416519_at","Gm9416"
"24550","1434879_at","Cdc34b"
"24551","1416928_at","Rbm12"
"24552","1416929_at","Rbm12"
"24553","","Rbm12"
"24554","","Gm50005"
"24555","1422446_x_at","Ins2"
"24556","","Gm50006"
"24557","","Micall2"
"24558","1436027_at","Osbpl11"
"24559","1455534_s_at","Osbpl11"
"24560","","Osbpl11"
"24561","","Hr"
"24562","1435950_at","Hr"
"24563","1422110_at","Hr"
"24564","1450137_at","Pofut1"
"24565","1456323_at","Pofut1"
"24566","","Pofut1"
"24567","","Dbx1"
"24568","","Vmn2r71"
"24569","","AU017674"
"24570","","Vmn2r70"
"24571","","Olfr910"
"24572","","Gm45352"
"24573","","Htatip2"
"24574","1451814_a_at","Htatip2"
"24575","","Gm26629"
"24576","1417921_at","Gm19807"
"24577","","Camk2n2"
"24578","","Gm45847"
"24579","1452599_s_at","AI413582"
"24580","1455077_a_at","Olfr912"
"24581","1455742_x_at","Olfr912"
"24582","","Vmn2r-ps72"
"24583","","Gm50302"
"24584","","Gm2390"
"24585","","Gm45846"
"24586","","Gm43457"
"24587","1420804_s_at","Clec4d"
"24588","","Gm13209"
"24589","1448567_at","Tmem115"
"24590","","Gm49748"
"24591","","Gm3443"
"24592","","Olfr93"
"24593","","Gm14925"
"24594","","D030046N08Rik"
"24595","","Ighv1-58"
"24596","","Olfr1393"
"24597","","Dipk1c"
"24598","","Yipf4"
"24599","1426416_a_at","Yipf4"
"24600","1450418_a_at","Yipf4"
"24601","1426417_at","Yipf4"
"24602","1419556_at","Elf5"
"24603","1419555_at","Elf5"
"24604","","Elf5"
"24605","","Vhl-ps1"
"24606","1425139_at","Sesn2"
"24607","1451599_at","Sesn2"
"24608","","Gm43062"
"24609","1417451_a_at","Gm4824"
"24610","1418482_at","Cyb561d2"
"24611","","Gm11545"
"24612","","Gm6785"
"24613","1454787_at","Zdhhc9"
"24614","","Zdhhc9"
"24615","","Gm3778"
"24616","1422954_at","Zfp60"
"24617","","Zfp60"
"24618","","Cpne1"
"24619","1433439_at","Cpne1"
"24620","","Pcsk6"
"24621","1426981_at","Pcsk6"
"24622","","Dnajc16"
"24623","","Vmn2r-ps94"
"24624","","Gm15251"
"24625","","Gm10463"
"24626","","Gm15257"
"24627","","Lrrc73"
"24628","","Cep83os"
"24629","","Gm5046"
"24630","","Gm49241"
"24631","1415938_at","Spink1"
"24632","1424537_at","Btbd35f3"
"24633","","Gm49167"
"24634","","Gm14199"
"24635","","Gm15258"
"24636","1426268_at","Cwh43"
"24637","","Cwh43"
"24638","","Olfr1392"
"24639","1428572_at","Basp1"
"24640","","Gm18020"
"24641","","Gm7814"
"24642","","Gm9051"
"24643","1417046_at","Nprl2"
"24644","","Nprl2"
"24645","","Rxfp4"
"24646","","Gm43434"
"24647","","Gm31645"
"24648","1425093_at","P2rx3"
"24649","","P2rx3"
"24650","","Gm38413"
"24651","","Trdj2"
"24652","","Gm49242"
"24653","1422931_at","Fosl2"
"24654","","Fosl2"
"24655","1427655_a_at","Trdc"
"24656","","Galnt6os"
"24657","","Dreh"
"24658","","Trdv5"
"24659","","Gm48925"
"24660","","4930520P13Rik"
"24661","1415731_at","Angel2"
"24662","1431606_a_at","Angel2"
"24663","1448360_s_at","Angel2"
"24664","1437050_s_at","Angel2"
"24665","1453741_x_at","Angel2"
"24666","","4930583I09Rik"
"24667","","Gm5637"
"24668","","Gm28996"
"24669","","Olfr10"
"24670","","Gm14891"
"24671","","Gm28548"
"24672","","Gm12981"
"24673","","Ifi206"
"24674","","Gm49550"
"24675","","Gm4701"
"24676","1450507_at","Pou2f3"
"24677","1424445_at","Tm4sf5"
"24678","","Ighv1-59"
"24679","","Tmem249"
"24680","","I730030J21Rik"
"24681","1417728_at","Mbd3"
"24682","","Gm12125"
"24683","1426365_at","Khdc4"
"24684","","Khdc4"
"24685","1420397_a_at","Spen"
"24686","","Spen"
"24687","1427080_at","Tti1"
"24688","","Tti1"
"24689","","Gm9555"
"24690","","Gm3786"
"24691","","9430037O13Rik"
"24692","","Gm42546"
"24693","","Serpinb6e"
"24694","","BC051077"
"24695","1420986_s_at","Kif3b"
"24696","1450073_at","Kif3b"
"24697","1420987_at","Kif3b"
"24698","1450074_at","Kif3b"
"24699","1424925_at","Sec63"
"24700","1424924_at","Sec63"
"24701","1424926_at","Sec63"
"24702","1419819_s_at","Sec63"
"24703","1418838_at","Abcd1"
"24704","","Abcd1"
"24705","","Gm16059"
"24706","1417175_at","Csnk1e"
"24707","1417176_at","Csnk1e"
"24708","","Csnk1e"
"24709","","Olfr913"
"24710","","Vsig10"
"24711","","Cpne4"
"24712","","Gm47706"
"24713","","D430040D24Rik"
"24714","","Odaph"
"24715","1425218_a_at","Scgb3a2"
"24716","","Sema4c"
"24717","1437465_a_at","P4hb"
"24718","","P4hb"
"24719","1418915_at","Mmachc"
"24720","","Mmachc"
"24721","","Gm49865"
"24722","","Gm34440"
"24723","1449456_a_at","Cma1"
"24724","","Gm48781"
"24725","","Gm34106"
"24726","","Gm14637"
"24727","1451075_s_at","Ctdsp2"
"24728","1423661_s_at","Ctdsp2"
"24729","1423660_at","Ctdsp2"
"24730","","Ctdsp2"
"24731","1422750_a_at","Zmynd10"
"24732","","Zmynd10"
"24733","","Gm26692"
"24734","","Gm42669"
"24735","","Vmn2r-ps13"
"24736","","Gm18870"
"24737","","Tbc1d2"
"24738","","Gm7517"
"24739","","Tent5d"
"24740","","Gm49621"
"24741","","Gm38029"
"24742","","Gm49185"
"24743","","Gm37965"
"24744","","Gm33912"
"24745","1434561_at","Asxl1"
"24746","1435077_at","Asxl1"
"24747","","Asxl1"
"24748","","Gm2333"
"24749","1416857_at","Sdf2"
"24750","","Egfem1"
"24751","","Gm41318"
"24752","","Gm48927"
"24753","","Gm49622"
"24754","1434879_at","Cdc34"
"24755","","Mroh2a"
"24756","1450538_s_at","Cma2"
"24757","1427208_at","Zfp451"
"24758","","Zfp451"
"24759","1451816_at","Zfp451"
"24760","1436152_a_at","Gm13537"
"24761","","Gm49186"
"24762","1455090_at","Angptl2"
"24763","1421002_at","Angptl2"
"24764","1450085_at","Angptl2"
"24765","1431848_at","Angptl2"
"24766","","Gm49198"
"24767","","Gm10399"
"24768","","Gm15727"
"24769","1425898_x_at","Olfm3"
"24770","1452090_a_at","Olfm3"
"24771","1426512_at","Olfm3"
"24772","","Olfm3"
"24773","","Ighv1-60"
"24774","1453096_x_at","Rpl27"
"24775","1416099_at","Rpl27"
"24776","1448217_a_at","Rpl27"
"24777","","Gm44009"
"24778","1417628_at","Supt6"
"24779","","Ighv1-61"
"24780","1419690_at","2610002M06Rik"
"24781","1427755_at","Mcpt-ps1"
"24782","1448770_a_at","Atpif1"
"24783","1434198_at","Atpif1"
"24784","","Gm13528"
"24785","1420341_at","Tmco5"
"24786","1420505_a_at","Stxbp1"
"24787","1420506_a_at","Stxbp1"
"24788","","Stxbp1"
"24789","","Gm37033"
"24790","","Gm5069"
"24791","1450306_at","Zp1"
"24792","1416224_at","Zbtb17"
"24793","","Zbtb17"
"24794","1433685_a_at","Hjurp"
"24795","1454686_at","Hjurp"
"24796","","Hjurp"
"24797","1451456_at","Hjurp"
"24798","","Gm36933"
"24799","","Gm37390"
"24800","","Pikfyve"
"24801","1422994_at","Pikfyve"
"24802","1435272_at","Itpkb"
"24803","","Itpkb"
"24804","1429038_at","Dda1"
"24805","1429039_s_at","Dda1"
"24806","1434281_at","Dda1"
"24807","","Dda1"
"24808","","Olfr1391"
"24809","1435476_a_at","Fcgr2b"
"24810","1451941_a_at","Fcgr2b"
"24811","1455332_x_at","Fcgr2b"
"24812","1435477_s_at","Fcgr2b"
"24813","","Fcgr2b"
"24814","","2500004C02Rik"
"24815","","Gm12999"
"24816","","Gm9917"
"24817","1450302_at","4930470P17Rik"
"24818","","Gm10046"
"24819","","Ighv1-62"
"24820","","Gm19331"
"24821","","Hyal2"
"24822","1448679_at","Hyal2"
"24823","","Ighv1-62-1"
"24824","","Mettl4"
"24825","","4930473A02Rik"
"24826","","Olfr1390"
"24827","1419488_at","Tnip2"
"24828","","Tnip2"
"24829","1425814_a_at","Calcrl"
"24830","1418489_a_at","Calcrl"
"24831","","Calcrl"
"24832","1426691_at","Tjap1"
"24833","","Tjap1"
"24834","","Gm45213"
"24835","","Gm20684"
"24836","1422440_at","Cdk4"
"24837","1422441_x_at","Cdk4"
"24838","1422439_a_at","Cdk4"
"24839","1424587_at","Gm5455"
"24840","1451400_at","Gm5455"
"24841","1422458_at","Tcl1"
"24842","","Tcl1"
"24843","","Gm94"
"24844","","2610028D06Rik"
"24845","","Gapt"
"24846","","Cep164"
"24847","1425912_at","Cep164"
"24848","","Gm5901"
"24849","","Gm10701"
"24850","","Upk1b"
"24851","","Snx4"
"24852","1460182_at","Snx4"
"24853","1416396_at","Snx4"
"24854","","Gm44317"
"24855","","Dpy19l1"
"24856","","Gm5219"
"24857","1417593_at","Tusc2"
"24858","","Tusc2"
"24859","","Gm14264"
"24860","","Vmn2r-ps73"
"24861","","Gm30055"
"24862","","Gm49093"
"24863","","Vmn2r72"
"24864","1422641_at","Dok5"
"24865","","Gm2157"
"24866","1416410_at","Pafah1b3"
"24867","","Ccdc181"
"24868","","Gm2150"
"24869","","Gm46496"
"24870","","Gm43714"
"24871","","Arntl2"
"24872","1425931_a_at","Arntl2"
"24873","","Gm45724"
"24874","","Gm49243"
"24875","","F630028O10Rik"
"24876","1451600_s_at","Ces3a"
"24877","","Ces3a"
"24878","1448855_at","Rassf1"
"24879","","Rassf1"
"24880","1433588_at","Washc2"
"24881","1456056_a_at","Washc2"
"24882","1433589_at","Washc2"
"24883","","Washc2"
"24884","1460581_a_at","Gm7290"
"24885","","2410003L11Rik"
"24886","","Gm47567"
"24887","","Gm47566"
"24888","1449175_at","Gpr65"
"24889","1426980_s_at","Epop"
"24890","1423443_at","Slc4a8"
"24891","1419851_at","Slc4a8"
"24892","","Slc4a8"
"24893","","Ano8"
"24894","1420330_at","Clec4e"
"24895","1420331_at","Clec4e"
"24896","","Clec4e"
"24897","1424440_at","Mrps6"
"24898","1451651_at","Vsig4"
"24899","","Vsig4"
"24900","","Olfr914"
"24901","1434695_at","Dtl"
"24902","","Dtl"
"24903","1453753_at","Dtl"
"24904","","Vmo1"
"24905","","Gm12189"
"24906","","Gm7031"
"24907","1425945_at","Zfp626"
"24908","","Gm49711"
"24909","1449196_a_at","Gm13622"
"24910","","Olfr753-ps1"
"24911","","Gm12317"
"24912","1422170_at","Slc5a3"
"24913","","Slc5a3"
"24914","","Ppig"
"24915","1435341_at","Ppig"
"24916","1436505_at","Ppig"
"24917","","Matn2"
"24918","1419442_at","Matn2"
"24919","1455978_a_at","Matn2"
"24920","1419029_at","Ero1l"
"24921","1419030_at","Ero1l"
"24922","1449324_at","Ero1l"
"24923","","Ero1l"
"24924","","Gm38120"
"24925","1416835_s_at","Amd-ps7"
"24926","","Gm27038"
"24927","","Gm50010"
"24928","","Gm37409"
"24929","","Olfr916"
"24930","","Gm50009"
"24931","","Mylk3"
"24932","","1110059E24Rik"
"24933","1416841_at","1110059E24Rik"
"24934","1427141_at","2700099C18Rik"
"24935","","2700099C18Rik"
"24936","","Gm41496"
"24937","","Gm41495"
"24938","","Gm48782"
"24939","","Olfr915"
"24940","","Gm37511"
"24941","","Gm48956"
"24942","","Gm16310"
"24943","1455058_at","Mtmr9"
"24944","1452254_at","Mtmr9"
"24945","","Gm48957"
"24946","","Gm49385"
"24947","","Gm38184"
"24948","1421671_at","Hsd17b3"
"24949","","Hsd17b3"
"24950","","Tmem92"
"24951","","Ighv1-62-2"
"24952","1453096_x_at","Gm6341"
"24953","1416099_at","Gm6341"
"24954","","Tppp2"
"24955","","Gm5468"
"24956","","Fchsd2"
"24957","","Ighv1-62-3"
"24958","","Rassf10"
"24959","","Gm11706"
"24960","","Cep95"
"24961","","Gm5599"
"24962","1455715_at","Gm1976"
"24963","","Gm1976"
"24964","","Gm33586"
"24965","1450296_at","Klrb1a"
"24966","","Klrb1a"
"24967","","Rnase13"
"24968","","Gm49964"
"24969","1435330_at","Ifi214"
"24970","","Ifi214"
"24971","","4732491K20Rik"
"24972","1430029_a_at","Tspan31"
"24973","1416556_at","Tspan31"
"24974","","Tspan31"
"24975","","Gm49076"
"24976","","Fam178b"
"24977","","Gm47449"
"24978","1419762_at","Ubd"
"24979","1429043_at","Smndc1"
"24980","1452999_at","Smndc1"
"24981","","Smndc1"
"24982","","Gm41715"
"24983","","Ppcdc"
"24984","1424336_at","Ppcdc"
"24985","1424335_at","Ppcdc"
"24986","","Gm50206"
"24987","","Gm48689"
"24988","","Gm15918"
"24989","","Ly6e"
"24990","","Gm50207"
"24991","","Cep83"
"24992","1425928_at","Xkr6"
"24993","","Xkr6"
"24994","1454197_a_at","Ccdc86"
"24995","1452414_s_at","Ccdc86"
"24996","","Ccdc86"
"24997","1460325_at","Pum1"
"24998","1456054_a_at","Pum1"
"24999","1423117_at","Pum1"
"25000","","Pum1"
"25001","","Gm18779"
"25002","","Gm18354"
"25003","","Olfr1389"
"25004","1420704_at","Csf2ra"
"25005","1420703_at","Csf2ra"
"25006","","Csf2ra"
"25007","1422275_at","Ptgdr2"
"25008","1448246_at","Hdac1"
"25009","","Hdac1"
"25010","","4931403E22Rik"
"25011","","Gm16129"
"25012","1418217_at","Nme7"
"25013","","Nme7"
"25014","","Gm18429"
"25015","","Gm37593"
"25016","1421703_at","Zfp59"
"25017","","Zfp59"
"25018","","Plch1"
"25019","","Olfr1388"
"25020","","Gm43669"
"25021","1427553_at","Gm37266"
"25022","1451594_s_at","Serpinb6c"
"25023","","Serpinb6c"
"25024","","Gm37176"
"25025","","Gm15650"
"25026","","Gm38204"
"25027","","Gm20098"
"25028","","Gm19309"
"25029","1427619_a_at","Sh3tc1"
"25030","","Sh3tc1"
"25031","","Gm43430"
"25032","1451377_a_at","Aaas"
"25033","","Aaas"
"25034","","Olfr1387"
"25035","1423571_at","S1pr1"
"25036","","Gm18275"
"25037","1427705_a_at","Nfkb1"
"25038","","Nfkb1"
"25039","","Gm16024"
"25040","","Gm7089"
"25041","","Gm45871"
"25042","","Gm48785"
"25043","","1700007L15Rik"
"25044","","D630039A03Rik"
"25045","","Cdk11b"
"25046","1418841_s_at","Cdk11b"
"25047","1419631_at","Was"
"25048","","Was"
"25049","","Gm20039"
"25050","","Gm8582"
"25051","1436137_at","Slc6a17"
"25052","","Slc6a17"
"25053","","Gm44064"
"25054","","Gm8584"
"25055","","Gm19585"
"25056","","8030456M14Rik"
"25057","","4833407H14Rik"
"25058","","Gm19197"
"25059","1420963_at","Hapln2"
"25060","1420962_at","Hapln2"
"25061","","Mirt1"
"25062","1452004_at","Calca"
"25063","1427355_at","Calca"
"25064","","Calca"
"25065","","Gm9889"
"25066","","Prr19"
"25067","","Gm43133"
"25068","1421703_at","Zfp607a"
"25069","","Zfp607a"
"25070","","Vps33a"
"25071","","Ifi213"
"25072","","Gm4242"
"25073","","Ldlrad1"
"25074","","Olfr1386"
"25075","1432164_a_at","Gm50357"
"25076","","Gm18999"
"25077","","Gm6471"
"25078","1459986_a_at","Gm20762"
"25079","1455662_x_at","Gm20762"
"25080","","Adgrd2-ps"
"25081","","Gm39117"
"25082","","Gm14350"
"25083","","Gm50393"
"25084","","Gm49029"
"25085","","Ighv8-9"
"25086","","Gm6340"
"25087","","Gm14349"
"25088","","Gm9236"
"25089","","Dusp5"
"25090","","Gm6618"
"25091","","Gm14358"
"25092","","4930543E12Rik"
"25093","","Gm14362"
"25094","","Gm19439"
"25095","1432399_a_at","Epha1"
"25096","1422917_at","Epha1"
"25097","1432400_at","Epha1"
"25098","","Gm14356"
"25099","1450834_at","Fut4"
"25100","1424537_at","Btbd35f28"
"25101","","Gm36642"
"25102","","Gm50394"
"25103","1427135_at","Srek1"
"25104","1427136_s_at","Srek1"
"25105","1427134_at","Srek1"
"25106","","Srek1"
"25107","","Vmn2r-ps75"
"25108","1459911_at","Cdr2l"
"25109","","Vmn2r-ps76"
"25110","1418274_at","Nutf2-ps1"
"25111","1434367_s_at","Nutf2-ps1"
"25112","","Vmn2r-ps77"
"25113","","Gm41600"
"25114","","Vmn2r19"
"25115","","Gm50402"
"25116","","Gm49912"
"25117","1439270_x_at","Ran"
"25118","1433569_x_at","Ran"
"25119","1438977_x_at","Ran"
"25120","1434578_x_at","Ran"
"25121","1460551_at","Ran"
"25122","","Ran"
"25123","","4933401J01Rik"
"25124","","Gm5094"
